"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1008.6","...","1010.3","2013-10-01 08:04","1006.9","2013-10-01 14:42","27.0","30.1","2013-10-01 12:02","25.0","2013-10-01 23:48","...","88","75","2013-10-01 12:02","2.9","41","9.0","39","2013-10-01 15:30","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1008.5","...","1009.6","2013-10-02 08:36","1007.1","2013-10-02 14:10","26.0","29.0","2013-10-02 11:37","24.1","2013-10-02 23:49","...","76","40","2013-10-02 22:05","4.2","41","13.7","40","2013-10-02 22:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1008.2","...","1009.6","2013-10-03 08:26","1006.8","2013-10-03 14:32","24.9","27.8","2013-10-03 10:06","23.0","2013-10-03 05:16","...","66","50","2013-10-03 08:02","4.7","41","16.0","36","2013-10-03 17:11","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1007.1","...","1009.1","2013-10-04 07:46","1005.3","2013-10-04 15:01","24.6","28.2","2013-10-04 13:19","22.4","2013-10-04 06:02","...","73","56","2013-10-04 10:01","4.8","43","15.0","44","2013-10-04 13:59","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1004.8","...","1006.8","2013-10-05 00:09","1002.7","2013-10-05 15:46","24.9","26.2","2013-10-05 14:46","23.2","2013-10-05 01:46","...","93","85","2013-10-05 00:01","4.6","40","14.3","47","2013-10-05 15:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1000.6","...","1003.8","2013-10-06 00:01","998.9","2013-10-06 23:48","26.4","28.3","2013-10-06 15:24","24.2","2013-10-06 02:00","...","87","71","2013-10-06 21:23","3.7","25","12.4","5","2013-10-06 10:05","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1000.7","...","1003.3","2013-10-07 21:25","998.0","2013-10-07 03:16","27.8","32.8","2013-10-07 12:03","24.0","2013-10-07 02:32","...","76","52","2013-10-07 12:05","1.9","54","7.1","303","2013-10-07 12:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1005.3","...","1007.8","2013-10-08 22:35","1002.7","2013-10-08 00:26","27.7","30.5","2013-10-08 10:57","24.7","2013-10-08 05:04","...","83","65","2013-10-08 10:57","1.6","7","6.6","305","2013-10-08 12:15","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1008.6","...","1010.1","2013-10-09 20:16","1006.8","2013-10-09 03:11","27.2","29.9","2013-10-09 12:18","25.3","2013-10-09 23:50","...","91","75","2013-10-09 10:39","2.3","37","8.4","20","2013-10-09 13:44","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1009.2","...","1011.5","2013-10-10 08:24","1007.8","2013-10-10 14:06","26.6","29.6","2013-10-10 10:18","24.4","2013-10-10 05:31","...","91","73","2013-10-10 09:48","2.6","40","8.7","42","2013-10-10 15:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1007.2","...","1009.4","2013-10-11 07:51","1005.6","2013-10-11 14:34","26.9","29.8","2013-10-11 10:20","25.1","2013-10-11 00:16","...","87","70","2013-10-11 10:03","2.8","34","12.0","43","2013-10-11 12:27","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1006.0","...","...","...","...","...","27.2","...","...","...","...","...","80","...","...","2.2","40","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1007.3","...","1009.1","2013-10-13 09:02","1005.6","2013-10-13 14:51","26.7","30.1","2013-10-13 12:02","24.4","2013-10-13 04:48","...","79","66","2013-10-13 11:20","2.1","39","7.3","11","2013-10-13 12:57","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1008.2","...","1009.9","2013-10-14 21:38","1006.8","2013-10-14 13:07","27.1","31.0","2013-10-14 11:34","24.7","2013-10-14 01:31","...","81","60","2013-10-14 12:18","1.9","43","7.8","24","2013-10-14 15:38","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1009.6","...","1012.3","2013-10-15 23:22","1008.1","2013-10-15 14:16","25.6","28.9","2013-10-15 10:32","23.1","2013-10-15 23:22","...","71","51","2013-10-15 20:06","4.4","45","13.2","46","2013-10-15 09:34","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1014.5","...","1016.9","2013-10-16 21:34","1011.9","2013-10-16 01:50","22.5","25.4","2013-10-16 11:03","20.1","2013-10-16 21:47","...","65","52","2013-10-16 11:33","4.6","41","11.8","12","2013-10-16 14:14","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1015.6","...","1017.8","2013-10-17 08:31","1013.8","2013-10-17 15:49","23.4","28.9","2013-10-17 12:01","20.4","2013-10-17 06:31","...","70","49","2013-10-17 12:01","2.6","36","10.9","23","2013-10-17 13:39","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1014.5","...","1016.7","2013-10-18 08:33","1012.6","2013-10-18 15:31","24.2","29.0","2013-10-18 13:16","20.8","2013-10-18 05:47","...","80","60","2013-10-18 12:19","2.5","36","9.5","35","2013-10-18 15:19","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1013.3","...","1015.1","2013-10-19 09:07","1011.6","2013-10-19 14:16","24.6","28.6","2013-10-19 11:46","21.3","2013-10-19 05:31","...","82","64","2013-10-19 10:31","3.0","42","11.6","26","2013-10-19 16:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1011.5","...","1013.5","2013-10-20 08:31","1009.3","2013-10-20 16:01","24.4","28.4","2013-10-20 11:03","22.3","2013-10-20 04:18","...","79","55","2013-10-20 11:02","4.2","36","12.4","0","2013-10-20 12:33","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1010.7","...","1012.2","2013-10-21 09:02","1008.7","2013-10-21 14:01","23.7","26.4","2013-10-21 12:01","21.7","2013-10-21 23:56","...","74","62","2013-10-21 09:53","4.6","42","15.0","42","2013-10-21 11:23","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1011.0","...","1012.8","2013-10-22 08:33","1009.4","2013-10-22 15:31","22.6","26.2","2013-10-22 11:01","20.5","2013-10-22 06:01","...","72","47","2013-10-22 10:36","5.5","41","19.1","36","2013-10-22 13:52","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1009.2","...","1011.0","2013-10-23 08:34","1007.7","2013-10-23 13:18","22.6","25.3","2013-10-23 10:19","21.2","2013-10-23 00:09","...","78","66","2013-10-23 10:19","6.1","39","16.5","10","2013-10-23 11:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1008.0","...","1010.0","2013-10-24 08:09","1006.2","2013-10-24 14:16","21.8","23.9","2013-10-24 12:31","20.5","2013-10-24 06:04","...","76","69","2013-10-24 23:32","7.1","48","17.9","50","2013-10-24 15:11","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1010.3","...","1012.8","2013-10-25 23:21","1008.1","2013-10-25 00:01","20.9","23.6","2013-10-25 12:46","19.1","2013-10-25 22:33","...","64","57","2013-10-25 12:32","7.2","48","19.1","48","2013-10-25 11:55","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1014.3","...","1016.2","2013-10-26 09:19","1012.3","2013-10-26 01:36","20.0","23.1","2013-10-26 12:02","17.9","2013-10-26 23:20","...","69","56","2013-10-26 10:16","5.4","47","16.1","46","2013-10-26 08:16","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1015.1","...","1017.0","2013-10-27 09:17","1013.8","2013-10-27 13:31","21.0","26.4","2013-10-27 12:31","16.8","2013-10-27 06:16","...","71","53","2013-10-27 10:46","2.4","16","9.1","9","2013-10-27 15:33","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1015.8","...","1017.9","2013-10-28 08:38","1013.8","2013-10-28 14:28","22.1","26.9","2013-10-28 13:17","18.2","2013-10-28 05:48","...","78","53","2013-10-28 10:47","1.7","40","11.0","39","2013-10-28 16:23","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1015.2","...","1017.8","2013-10-29 09:08","1013.8","2013-10-29 14:17","22.8","27.3","2013-10-29 12:32","18.8","2013-10-29 05:58","...","84","56","2013-10-29 12:34","1.6","20","9.1","7","2013-10-29 14:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1013.4","...","1015.3","2013-10-30 08:58","1011.6","2013-10-30 14:33","24.2","28.5","2013-10-30 14:33","20.2","2013-10-30 05:18","...","77","53","2013-10-30 14:18","1.1","325","5.2","322","2013-10-30 10:57","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"31","1012.0","...","1014.3","2013-10-31 08:13","1010.1","2013-10-31 15:31","24.0","28.6","2013-10-31 12:03","20.5","2013-10-31 06:01","...","81","56","2013-10-31 11:33","2.3","36","10.9","17","2013-10-31 12:53","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
