"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1012.0","...","1014.7","2013-04-01 09:10","1010.3","2013-04-01 15:01","21.1","24.1","2013-04-01 13:46","19.3","2013-04-01 00:09","...","100","92","2013-04-01 14:16","0.0","0","1.7","71","2013-04-01 09:27","17.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1010.9","...","1012.7","2013-04-02 09:16","1008.7","2013-04-02 15:01","21.9","24.7","2013-04-02 14:50","17.8","2013-04-02 23:56","...","87","67","2013-04-02 18:01","0.2","40","9.2","60","2013-04-02 16:02","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1009.4","...","1011.9","2013-04-03 00:01","1007.1","2013-04-03 17:46","19.7","23.4","2013-04-03 14:46","16.1","2013-04-03 03:46","...","94","76","2013-04-03 14:46","0.4","41","9.8","340","2013-04-03 20:59","7.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1006.2","...","1008.7","2013-04-04 00:21","1003.1","2013-04-04 23:48","20.9","23.0","2013-04-04 09:31","18.6","2013-04-04 04:11","...","100","98","2013-04-04 09:26","1.6","23","5.8","65","2013-04-04 18:35","22.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1002.3","...","1004.9","2013-04-05 10:22","999.5","2013-04-05 23:50","22.4","24.9","2013-04-05 13:46","20.8","2013-04-05 18:04","...","100","90","2013-04-05 13:35","1.8","171","6.9","176","2013-04-05 23:57","73.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1003.5","...","1008.7","2013-04-06 22:50","999.5","2013-04-06 00:31","20.1","24.0","2013-04-06 08:52","15.1","2013-04-06 23:50","...","92","72","2013-04-06 23:50","1.5","44","12.0","41","2013-04-06 14:32","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1009.2","...","1011.4","2013-04-07 23:31","1007.0","2013-04-07 03:17","17.4","21.6","2013-04-07 13:08","14.3","2013-04-07 06:46","...","59","48","2013-04-07 13:07","0.6","21","8.3","0","2013-04-07 13:51","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1011.0","...","1013.1","2013-04-08 08:01","1008.9","2013-04-08 14:04","19.7","22.6","2013-04-08 12:11","15.9","2013-04-08 01:16","...","90","77","2013-04-08 10:06","0.1","45","2.7","353","2013-04-08 11:19","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1012.7","...","1015.6","2013-04-09 23:16","1010.6","2013-04-09 15:19","19.3","21.3","2013-04-09 12:46","18.1","2013-04-09 03:46","...","98","92","2013-04-09 13:01","0.0","0","0.4","37","2013-04-09 16:43","9.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1013.4","...","1015.3","2013-04-10 10:17","1011.5","2013-04-10 16:32","18.4","20.9","2013-04-10 14:53","16.7","2013-04-10 04:01","...","85","69","2013-04-10 15:46","0.0","0","0.8","36","2013-04-10 03:15","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
