"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1007.5","...","1008.9","2016-07-01 00:01","1005.7","2016-07-01 15:44","29.7","32.2","2016-07-01 11:01","26.6","2016-07-01 05:23","...","81","66","2016-07-01 08:41","1.7","297","7.5","282","2016-07-01 15:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1007.4","...","1008.9","2016-07-02 22:14","1004.7","2016-07-02 15:23","29.5","32.5","2016-07-02 13:21","26.1","2016-07-02 18:21","...","78","66","2016-07-02 17:16","2.8","172","12.9","167","2016-07-02 17:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1007.4","...","1009.8","2016-07-03 18:55","1005.3","2016-07-03 16:21","29.1","32.6","2016-07-03 11:11","22.7","2016-07-03 18:50","...","80","64","2016-07-03 09:31","3.1","172","14.6","187","2016-07-03 18:48","29.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1006.3","...","1008.1","2016-07-04 22:51","1004.3","2016-07-04 15:22","29.6","32.6","2016-07-04 13:02","25.8","2016-07-04 03:06","...","78","60","2016-07-04 10:07","1.9","182","7.2","291","2016-07-04 13:09","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1006.3","...","1008.1","2016-07-05 10:05","1004.6","2016-07-05 17:41","30.2","34.1","2016-07-05 12:44","26.7","2016-07-05 05:54","...","76","52","2016-07-05 13:01","2.3","17","10.9","360","2016-07-05 14:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1004.7","...","1006.2","2016-07-06 08:55","1003.1","2016-07-06 16:13","30.5","33.9","2016-07-06 11:02","27.5","2016-07-06 05:31","...","77","61","2016-07-06 11:02","1.8","158","8.0","310","2016-07-06 13:15","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","998.8","...","1004.3","2016-07-07 00:11","992.2","2016-07-07 23:53","30.1","34.1","2016-07-07 11:51","27.7","2016-07-07 04:18","...","76","56","2016-07-07 11:53","2.9","35","14.6","42","2016-07-07 13:46","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","988.0","...","992.5","2016-07-08 00:01","983.3","2016-07-08 13:31","28.3","30.7","2016-07-08 14:13","26.3","2016-07-08 23:11","...","81","70","2016-07-08 16:43","3.0","40","11.8","56","2016-07-08 08:03","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","994.3","...","998.0","2016-07-09 23:12","989.8","2016-07-09 01:05","26.9","29.9","2016-07-09 12:32","25.5","2016-07-09 17:08","...","91","75","2016-07-09 13:21","3.0","186","13.9","218","2016-07-09 14:14","5.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","998.7","...","1001.0","2016-07-10 22:42","996.8","2016-07-10 00:51","28.9","31.8","2016-07-10 16:12","26.6","2016-07-10 04:04","...","78","66","2016-07-10 15:41","3.3","188","14.0","177","2016-07-10 22:48","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1001.5","...","1003.4","2016-07-11 21:53","999.7","2016-07-11 00:44","28.3","32.1","2016-07-11 09:21","26.4","2016-07-11 21:05","...","79","64","2016-07-11 09:23","3.3","184","13.1","254","2016-07-11 10:34","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1002.9","...","1004.4","2016-07-12 22:33","1001.5","2016-07-12 01:41","29.2","33.4","2016-07-12 11:43","27.1","2016-07-12 05:32","...","74","57","2016-07-12 11:27","4.2","198","15.4","237","2016-07-12 16:21","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1004.3","...","1006.7","2016-07-13 22:22","1002.5","2016-07-13 16:34","30.2","34.5","2016-07-13 11:53","27.0","2016-07-13 05:04","...","70","52","2016-07-13 11:53","4.0","193","12.4","261","2016-07-13 12:16","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1005.4","...","1007.2","2016-07-14 21:32","1003.1","2016-07-14 15:24","30.5","34.3","2016-07-14 12:45","27.9","2016-07-14 05:21","...","75","60","2016-07-14 11:06","3.8","181","14.0","277","2016-07-14 15:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1004.8","...","1006.3","2016-07-15 21:48","1002.9","2016-07-15 16:02","30.5","34.4","2016-07-15 13:52","28.0","2016-07-15 04:52","...","72","48","2016-07-15 13:11","3.7","196","12.0","271","2016-07-15 11:42","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1005.6","...","1007.3","2016-07-16 22:01","1003.5","2016-07-16 03:16","30.5","34.2","2016-07-16 12:11","27.7","2016-07-16 09:26","...","76","52","2016-07-16 12:54","3.5","184","12.1","275","2016-07-16 13:31","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1006.2","...","1007.9","2016-07-17 08:13","1004.6","2016-07-17 15:16","30.3","33.2","2016-07-17 15:31","26.6","2016-07-17 06:51","...","77","55","2016-07-17 16:06","3.1","174","9.9","289","2016-07-17 12:54","10.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1006.0","...","1007.2","2016-07-18 07:11","1005.0","2016-07-18 02:06","28.7","32.1","2016-07-18 11:21","25.3","2016-07-18 06:21","...","79","63","2016-07-18 11:21","2.4","172","9.2","182","2016-07-18 12:07","14.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1006.7","...","1008.9","2016-07-19 22:39","1004.8","2016-07-19 15:13","28.9","33.1","2016-07-19 11:12","24.8","2016-07-19 17:40","...","75","58","2016-07-19 11:31","3.3","171","11.2","239","2016-07-19 16:06","21.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1008.0","...","1009.2","2016-07-20 08:41","1006.5","2016-07-20 04:13","29.5","32.1","2016-07-20 09:52","27.0","2016-07-20 05:04","...","75","65","2016-07-20 09:59","2.9","150","9.8","292","2016-07-20 13:23","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1008.4","...","1010.4","2016-07-21 08:41","1007.2","2016-07-21 16:34","29.5","32.1","2016-07-21 09:41","27.4","2016-07-21 05:25","...","79","61","2016-07-21 14:24","2.5","180","9.3","286","2016-07-21 11:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
