"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1009.2","...","1011.4","2014-04-01 09:26","1007.0","2014-04-01 14:31","20.0","22.7","2014-04-01 13:51","18.8","2014-04-01 01:37","...","83","73","2014-04-01 13:33","3.6","39","9.2","45","2014-04-01 18:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1010.5","...","1015.3","2014-04-02 23:54","1007.8","2014-04-02 04:16","20.4","22.5","2014-04-02 10:46","18.8","2014-04-02 01:33","...","80","68","2014-04-02 10:50","2.6","38","9.4","59","2014-04-02 09:28","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1011.5","...","1015.5","2014-04-03 00:02","1007.8","2014-04-03 03:01","21.0","23.4","2014-04-03 13:04","19.7","2014-04-03 00:01","...","85","75","2014-04-03 23:57","2.3","22","8.8","122","2014-04-03 01:11","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1012.9","...","1014.4","2014-04-04 09:20","1011.1","2014-04-04 03:33","20.5","23.8","2014-04-04 13:01","18.1","2014-04-04 23:46","...","63","50","2014-04-04 12:37","3.9","41","12.6","59","2014-04-04 08:29","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1014.2","...","1016.2","2014-04-05 23:20","1012.7","2014-04-05 15:12","21.5","25.6","2014-04-05 12:31","17.5","2014-04-05 04:46","...","67","50","2014-04-05 13:19","2.1","13","7.8","8","2014-04-05 14:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1014.8","...","1016.8","2014-04-06 08:35","1012.7","2014-04-06 15:16","22.5","26.9","2014-04-06 12:31","18.9","2014-04-06 07:02","...","67","49","2014-04-06 13:16","1.8","34","6.3","4","2014-04-06 16:15","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1015.0","...","1017.2","2014-04-07 09:03","1013.1","2014-04-07 15:49","20.3","21.5","2014-04-07 00:09","19.4","2014-04-07 08:40","...","89","77","2014-04-07 00:09","2.5","40","7.2","32","2014-04-07 06:54","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1012.6","...","1015.0","2014-04-08 00:01","1010.3","2014-04-08 15:51","22.6","26.1","2014-04-08 14:47","19.8","2014-04-08 04:47","...","83","63","2014-04-08 15:08","2.2","31","7.4","36","2014-04-08 16:59","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1011.7","...","1013.6","2014-04-09 08:49","1009.6","2014-04-09 16:07","23.4","26.9","2014-04-09 11:47","21.6","2014-04-09 23:46","...","82","68","2014-04-09 10:47","3.1","40","12.3","13","2014-04-09 15:04","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1012.2","...","1014.4","2014-04-10 07:21","1009.8","2014-04-10 17:01","23.2","27.4","2014-04-10 12:53","20.2","2014-04-10 05:31","...","78","65","2014-04-10 17:02","3.1","15","10.9","1","2014-04-10 15:53","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
