"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1018.1","...","1020.1","2019-04-01 10:11","1016.8","2019-04-01 16:15","17.2","19.1","2019-04-01 13:54","15.4","2019-04-01 08:11","...","86","78","2019-04-01 00:54","3.2","47","12.1","34","2019-04-01 05:21","3.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1016.6","...","1018.5","2019-04-02 08:25","1014.7","2019-04-02 14:32","19.8","24.2","2019-04-02 14:11","15.9","2019-04-02 00:41","...","90","75","2019-04-02 14:11","1.3","7","8.0","11","2019-04-02 16:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1016.3","...","1018.5","2019-04-03 09:59","1014.9","2019-04-03 15:11","20.3","21.9","2019-04-03 12:11","18.9","2019-04-03 05:52","...","94","86","2019-04-03 11:57","3.0","28","9.8","35","2019-04-03 16:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1014.5","...","1016.0","2019-04-04 09:53","1012.4","2019-04-04 15:19","20.3","22.4","2019-04-04 09:53","18.6","2019-04-04 18:31","...","97","87","2019-04-04 08:22","1.8","17","7.9","2","2019-04-04 17:05","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1012.0","...","1014.3","2019-04-05 00:01","1009.7","2019-04-05 16:12","21.7","25.2","2019-04-05 13:32","19.5","2019-04-05 02:02","...","91","75","2019-04-05 16:20","1.4","34","7.5","27","2019-04-05 10:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1011.5","...","1013.1","2019-04-06 11:05","1009.4","2019-04-06 16:41","22.8","26.9","2019-04-06 10:13","19.7","2019-04-06 06:26","...","92","73","2019-04-06 10:36","1.0","190","8.8","305","2019-04-06 11:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1011.0","...","1012.7","2019-04-07 09:46","1009.6","2019-04-07 15:52","24.7","28.2","2019-04-07 14:21","21.2","2019-04-07 04:15","...","86","69","2019-04-07 15:12","1.7","190","9.7","282","2019-04-07 12:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1011.0","...","1012.8","2019-04-08 09:51","1009.7","2019-04-08 03:25","25.3","28.3","2019-04-08 10:04","22.6","2019-04-08 05:54","...","89","74","2019-04-08 10:12","1.5","185","7.5","305","2019-04-08 12:21","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1009.8","...","1011.6","2019-04-09 08:04","1007.4","2019-04-09 16:01","26.2","29.9","2019-04-09 11:23","23.5","2019-04-09 05:41","...","92","73","2019-04-09 11:23","3.0","188","11.8","251","2019-04-09 16:11","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1009.7","...","1011.5","2019-04-10 10:31","1007.4","2019-04-10 15:21","25.7","29.1","2019-04-10 15:45","23.1","2019-04-10 23:52","...","93","70","2019-04-10 15:36","2.7","44","9.3","249","2019-04-10 10:08","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1010.0","...","1013.5","2019-04-11 20:29","1008.1","2019-04-11 12:21","22.7","28.4","2019-04-11 12:23","18.5","2019-04-11 20:46","...","92","79","2019-04-11 10:12","2.4","39","10.4","39","2019-04-11 17:22","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1012.8","...","1015.7","2019-04-12 22:12","1010.9","2019-04-12 03:53","20.5","24.1","2019-04-12 13:11","18.1","2019-04-12 05:31","...","87","74","2019-04-12 12:01","4.2","40","11.9","34","2019-04-12 01:36","8.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1013.5","...","1015.3","2019-04-13 09:11","1011.9","2019-04-13 18:11","21.7","25.4","2019-04-13 12:03","18.5","2019-04-13 00:02","...","96","78","2019-04-13 11:44","2.0","45","9.3","360","2019-04-13 13:22","6.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1012.5","...","1013.8","2019-04-14 00:21","1011.1","2019-04-14 14:41","23.0","27.7","2019-04-14 12:31","20.6","2019-04-14 06:10","...","94","78","2019-04-14 12:51","3.0","28","13.0","19","2019-04-14 17:40","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1012.4","...","1014.0","2019-04-15 22:12","1010.9","2019-04-15 16:01","20.6","22.0","2019-04-15 10:37","19.2","2019-04-15 23:11","...","85","74","2019-04-15 10:12","3.5","44","12.0","39","2019-04-15 04:11","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1011.3","...","1013.1","2019-04-16 09:23","1009.7","2019-04-16 16:52","19.7","21.0","2019-04-16 16:11","18.5","2019-04-16 05:21","...","100","95","2019-04-16 01:21","1.2","49","11.7","48","2019-04-16 05:04","25.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1010.1","...","1012.2","2019-04-17 09:51","1008.3","2019-04-17 16:14","22.7","26.5","2019-04-17 12:31","19.7","2019-04-17 00:01","...","86","71","2019-04-17 15:41","1.7","38","9.2","19","2019-04-17 12:19","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1009.9","...","1012.4","2019-04-18 09:11","1008.4","2019-04-18 15:34","24.6","27.6","2019-04-18 15:02","21.9","2019-04-18 00:01","...","86","70","2019-04-18 16:52","0.7","322","5.4","310","2019-04-18 13:40","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1008.3","...","1009.9","2019-04-19 08:01","1005.8","2019-04-19 16:28","23.4","27.2","2019-04-19 14:31","21.0","2019-04-19 15:34","...","95","79","2019-04-19 10:01","1.3","186","14.4","282","2019-04-19 15:24","34.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1007.4","...","1009.0","2019-04-20 00:01","1005.3","2019-04-20 16:31","24.7","28.8","2019-04-20 13:11","22.1","2019-04-20 00:01","...","95","82","2019-04-20 13:09","0.7","14","6.3","57","2019-04-20 21:44","28.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1007.9","...","1009.4","2019-04-21 21:33","1006.5","2019-04-21 13:44","24.7","29.0","2019-04-21 12:41","21.4","2019-04-21 03:38","...","98","79","2019-04-21 13:44","1.3","183","14.7","288","2019-04-21 01:58","42.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1008.3","...","1011.6","2019-04-22 21:52","1006.2","2019-04-22 15:22","26.9","30.4","2019-04-22 14:22","23.8","2019-04-22 02:11","...","95","77","2019-04-22 14:16","2.0","187","7.9","289","2019-04-22 16:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1008.6","...","1010.6","2019-04-23 08:41","1005.5","2019-04-23 01:32","27.5","31.1","2019-04-23 11:32","25.2","2019-04-23 05:13","...","90","72","2019-04-23 14:32","2.3","190","9.9","168","2019-04-23 00:44","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1008.2","...","1010.8","2019-04-24 10:01","1006.4","2019-04-24 16:26","27.1","29.5","2019-04-24 12:21","24.6","2019-04-24 04:51","...","93","86","2019-04-24 15:04","2.8","250","10.5","255","2019-04-24 14:27","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1007.8","...","1009.3","2019-04-25 20:51","1006.4","2019-04-25 02:17","27.4","30.9","2019-04-25 12:33","24.4","2019-04-25 04:32","...","86","64","2019-04-25 14:52","2.7","202","12.3","244","2019-04-25 13:39","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1009.9","...","1014.1","2019-04-26 21:35","1007.4","2019-04-26 03:02","26.9","30.4","2019-04-26 10:14","24.0","2019-04-26 05:21","...","90","70","2019-04-26 10:14","1.5","27","8.6","27","2019-04-26 15:56","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1011.4","...","1013.2","2019-04-27 07:26","1008.7","2019-04-27 00:01","25.7","29.3","2019-04-27 13:51","23.3","2019-04-27 23:42","...","95","81","2019-04-27 13:53","2.7","19","10.7","21","2019-04-27 17:20","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1011.7","...","1014.1","2019-04-28 09:48","1010.0","2019-04-28 16:21","25.2","28.5","2019-04-28 14:44","23.1","2019-04-28 00:27","...","97","86","2019-04-28 14:44","1.6","24","7.8","43","2019-04-28 09:32","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1009.6","...","1012.1","2019-04-29 09:31","1007.1","2019-04-29 16:12","26.8","30.1","2019-04-29 11:17","23.8","2019-04-29 03:02","...","93","69","2019-04-29 11:31","1.1","189","6.9","299","2019-04-29 12:52","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1006.4","...","1008.6","2019-04-30 00:01","1004.0","2019-04-30 16:11","27.3","29.6","2019-04-30 12:52","25.7","2019-04-30 04:51","...","94","85","2019-04-30 18:31","2.9","190","10.6","274","2019-04-30 12:47","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
